id,name,age,role,salary,debt,tax_rate,email
325,Brian Hogan,27,Analyst,2714657,False,0.21985206076176028,kfibkht@example.com
326,Jason Billups,43,Designer,6104888,False,0.1788404994576288,llfbprf@example.com
327,Samuel Guerrero,55,Designer,4178813,False,0.2089968378905599,jyjxozzxar@example.com
328,Ruth Farris,47,Developer,2814740,True,0.26669392638639056,osxkfggi@example.com
329,Larry Taylor,28,Designer,2404297,True,0.1306142874257156,bsgutzkgi@example.com
330,Kenneth Kiani,23,Designer,6497173,True,0.18989229011091896,lqlimzjf@example.com
331,John Joseph,47,Manager,7939586,True,0.10274116151809493,fytapkugst@example.com
332,Teressa Iuliucci,53,Designer,3489620,True,0.2408183760761897,shaloolxms@example.com
333,Brian Williams,60,Analyst,8767593,False,0.13441134119600257,chpqifvgiw@example.com
334,Carrol Williams,51,Developer,7243073,True,0.242152863215021,qaaypandsv@example.com
335,Melvin Crane,38,Analyst,7396948,False,0.26410542416410476,woinavqggq@example.com
336,Kim Wall,22,Designer,5310942,False,0.19067490895322198,zotwq@example.com
337,Lucien Applebee,41,Designer,3657367,False,0.2657086413640942,jnnxtfy@example.com
338,Kristen Covey,38,Developer,3771676,False,0.16740847238946052,lxbrmtfv@example.com
339,Ann Held,54,Analyst,7941028,False,0.26222340241216724,bsotjtgbxa@example.com
340,Judith Shade,28,Designer,3220078,True,0.11762527313076943,zcaypb@example.com
341,Donald Belden,35,Analyst,8477962,False,0.13213938386295554,izngpvgbob@example.com
342,Nicole Richard,53,Designer,8604012,False,0.17126217211109346,tnaycwq@example.com
343,Billy Steck,23,Manager,4764642,False,0.190616252868119,dsuxj@example.com
344,Jose Hyatt,50,Analyst,5357468,False,0.26317548452001627,molfmednm@example.com
345,Mary Cooper,34,Developer,5422052,True,0.1979072839209145,hztvqtvx@example.com
346,Elsie Streeter,34,Manager,3178255,True,0.1170158158553097,jnvwpttkpf@example.com
347,Shirley Davis,43,Analyst,3409000,True,0.1895142217785264,zqayonmprb@example.com
348,Mary Jones,59,Manager,6677282,False,0.17477799376918152,qleas@example.com
349,Henry Augustine,24,Manager,8592738,True,0.289648329052832,vnnglhy@example.com
350,Mark Holmes,60,Analyst,6389991,True,0.1776725164739139,zizhhqild@example.com
351,Evelin Tuttle,44,Designer,6458721,True,0.1543288837344615,kaxpmh@example.com
352,Edward Robinson,27,Designer,4714495,False,0.16415913512260114,rlubosdww@example.com
353,Bernadette Mcconnell,36,Manager,8796355,True,0.27146231072755606,zumzapak@example.com
354,Amber Dowdell,32,Developer,6048689,False,0.1911442833485027,qgywloaig@example.com
355,Gloria Johnson,51,Manager,3440730,False,0.15215385485399643,ablidzp@example.com
356,Shannon Tarango,28,Manager,8745195,True,0.18926647593293308,dbennmmh@example.com
357,Lorraine Twitty,33,Developer,4901221,False,0.26761858845317354,rgtrgijts@example.com
358,Aubrey Stapleton,26,Manager,1662158,True,0.19433817724769994,adidmr@example.com
359,Amanda Scott,38,Developer,1983075,True,0.17701443470625106,kycpwer@example.com
360,Richard Flores,50,Designer,2033430,False,0.2690194699256042,udcvt@example.com
361,Lori Stocking,36,Analyst,8487226,False,0.2698099828699914,mlkdnp@example.com
362,Gerald Taylor,22,Designer,5690076,True,0.11579281735173691,ihjbiiewd@example.com
363,Miguel Herbert,22,Developer,3836806,True,0.2720513466980865,ouonjt@example.com
364,Elaine Byker,50,Analyst,2087480,True,0.19858773682444908,iusxncozc@example.com
365,Kelly Parkins,30,Analyst,4096500,True,0.17507152695663572,yflzyr@example.com
366,Armando Downin,47,Manager,4098524,True,0.22321185839519653,hrmwfmevc@example.com
367,Jose Schmidt,60,Developer,5176963,False,0.1941760878038834,gecpqhsre@example.com
368,Sarah Brooks,39,Developer,3291753,True,0.13084559374300686,nybbyo@example.com
369,Blanche Spears,22,Designer,4968727,True,0.19900298234928523,hoxwiqql@example.com
370,Claudette Ridge,44,Analyst,5856164,False,0.1141847138813354,zouiiy@example.com
371,James Murphy,58,Manager,2232268,False,0.1866659632047682,fvoucnhche@example.com
372,Geoffrey Farrow,44,Developer,6614732,False,0.17486881621629585,xokbmnvk@example.com
373,Anita Lamphere,52,Developer,3682000,True,0.2529859644221675,cyjetcueem@example.com
374,Marie Prey,46,Developer,3454102,True,0.28187872910311107,egisxbjzzx@example.com
375,Jessie Wolfe,48,Manager,3462194,True,0.21027128432965947,wznocum@example.com
376,Paul Corf,42,Designer,6385253,False,0.29164203026695923,tcdvmkza@example.com
377,Daisy Garcia,53,Analyst,8923003,True,0.2584814722556512,oxpmezu@example.com
378,Kerri Truitt,55,Developer,3669034,False,0.16132727951091363,yrfdt@example.com
379,William Kemp,27,Analyst,4755488,True,0.20012501734689056,rvagd@example.com
380,Timothy But,30,Analyst,7182125,True,0.29091348594982175,njqapkjjzi@example.com
381,Jacob Diaz,22,Developer,2229397,False,0.14647550962534367,ynhuepobw@example.com
382,Allison Weich,51,Manager,2428998,False,0.13744826181252756,vboyn@example.com
383,Kerri Votaw,31,Manager,5058165,False,0.2921517965982374,xzzvkwj@example.com
384,Tyler Jones,35,Developer,7350362,False,0.11600667659573127,ybdfemjfxa@example.com
385,Sidney Horton,36,Manager,2389247,False,0.24203842856358967,nvsqak@example.com
386,Denise Sellers,56,Analyst,5078772,False,0.2596845394296295,nbtryfps@example.com
387,Tina Erickson,40,Analyst,3228164,True,0.20928734473571503,ejrkpjmx@example.com
388,Robert Ross,22,Developer,7768993,False,0.14800564345281153,hbdax@example.com
389,Robert Carroll,41,Designer,8158375,True,0.18253464733943497,sltxanzwq@example.com
390,Marjorie Mares,31,Manager,4861269,True,0.19944551561195956,owhzimpr@example.com
391,Susan Sirois,60,Manager,4509943,False,0.24994491040585706,cystouyf@example.com
392,Gordon Ibarra,22,Manager,8812212,True,0.1842039313968353,wapukdz@example.com
393,Edward Alvarez,50,Manager,3013012,False,0.24236488491574565,ufffcd@example.com
394,Melanie Gamble,59,Designer,2734762,False,0.2631155342325644,dtgxwzv@example.com
395,Virginia Martin,51,Analyst,2000045,True,0.19910699198453002,vgqmtvr@example.com
396,Leota Orrick,31,Manager,2036835,False,0.21519398742423956,uawbuhoktn@example.com
397,Corey Howard,33,Developer,4632211,False,0.12623492464744976,dwuspnilas@example.com
398,Brian Mcguire,28,Developer,4293381,False,0.1478742727715876,nwlour@example.com
399,William Bell,30,Designer,8812629,False,0.17238139355345053,hgmlnjrn@example.com
400,Wanda Kohl,32,Developer,3434900,False,0.11752682291634241,wfimk@example.com
401,Barbara Dash,39,Analyst,4189484,False,0.1034244966307185,ggooqe@example.com
402,Jean Marsh,53,Manager,8301183,False,0.19449785238205858,rzyqc@example.com
403,Beverly Webster,23,Developer,6704159,False,0.15953001301287736,cahcwavyjd@example.com
404,Michael Hollingsworth,27,Manager,1756958,True,0.11629167228938359,rnadevlo@example.com
405,Jim Pawlowski,51,Designer,7910281,False,0.2934557300782499,ycqbl@example.com
406,Lee Perez,50,Developer,1971834,True,0.2681764429938127,ywvxvw@example.com
407,Kimberley Lewis,54,Manager,3732650,False,0.2605089614679502,nokurjud@example.com
408,Jim Pierson,43,Designer,6659337,True,0.14474826310433003,laejkcwui@example.com
409,Earnest Vasquez,36,Designer,8895877,False,0.13336587506207154,avkkrlsfwl@example.com
410,Teresa Mantini,57,Developer,1742875,False,0.25266550166664853,pgsdwu@example.com
411,Keira Hernandez,30,Designer,5770423,True,0.18786124666547505,tzalrgzzn@example.com
412,Pamala Hughes,26,Manager,4773909,True,0.15286051171809367,wltzm@example.com
413,Lynda Charles,58,Analyst,5304235,False,0.2166030882260045,piqeclhnln@example.com
414,Jeremy Caicedo,46,Developer,1893727,True,0.2969133777362458,jnyfsrhss@example.com
415,Nicholas Raver,38,Developer,3827029,False,0.16699838108784154,mrtaay@example.com
416,Brian Moores,59,Developer,3053913,False,0.2588859327711154,eyrbdzfru@example.com
417,Kristine Smith,44,Designer,4059700,True,0.13709376497772063,ywrkqocp@example.com
418,Gene Young,48,Analyst,7931349,True,0.23866904577882317,mtixtld@example.com
419,Brian Evans,53,Manager,5937931,False,0.1034938910784583,rmgib@example.com
420,Joseph Solorzano,59,Designer,7103385,True,0.14144209114626666,plvuo@example.com
421,Mary Lau,30,Manager,3344730,False,0.1472846721467826,fncakcre@example.com
422,David Guerin,32,Developer,5959784,True,0.13502168311203594,ydgnv@example.com
423,Marianna Farris,59,Manager,5739027,False,0.1608355552988329,fizpnazcwc@example.com
424,Michelle Sutton,50,Analyst,5395827,True,0.167747303005411,xnqrss@example.com
425,Kristy Perkins,48,Analyst,2759597,True,0.10664454809501867,qsvrkdlnzs@example.com
426,Blanche Morrison,51,Analyst,1936011,False,0.2632854532457445,qdblwb@example.com
427,Scott Bowes,53,Manager,2352176,False,0.1230212736264978,hnsnmfkgsj@example.com
428,Ronald Herndon,55,Analyst,8202650,False,0.19472992717528198,hwrgxoxwbw@example.com
429,Keli Dowden,36,Manager,2869825,False,0.11393515948296751,ivpoue@example.com
430,Jennifer Elkins,60,Analyst,1670179,False,0.2911947376651134,ibjlurj@example.com
431,Concetta Cucco,34,Developer,6484841,False,0.12680145477235083,ysfnl@example.com
432,Victoria Gaarder,47,Analyst,4578503,True,0.18299341060334143,efbmkdhohi@example.com
433,Delores Thorpe,55,Developer,3549058,False,0.14547486969852055,etmpedd@example.com
434,Jorge Smelcer,36,Manager,8032837,True,0.2781343549681242,yktgrxn@example.com
435,Bobby Burns,22,Designer,3220059,True,0.2161196008389672,myhepi@example.com
436,Nicholas Howard,57,Developer,2579019,False,0.21763576027316042,kzwjy@example.com
437,Ross Krause,43,Developer,4258930,True,0.17537600299703027,ysznnae@example.com
438,Geraldine Brimfield,56,Manager,8441568,True,0.16943742525218125,kdeedknykp@example.com
439,Doris Manning,31,Designer,8825362,False,0.24301578185912265,mekeooqk@example.com
440,Monica Sprague,24,Developer,7129041,False,0.1339408597815072,msvkp@example.com
441,Mindy Lapointe,24,Developer,3385707,False,0.13412600015026524,scqyafyd@example.com
442,Timothy Call,45,Analyst,7695379,False,0.10225431623274535,tsaigt@example.com
443,Heather Parson,30,Designer,2732862,False,0.26919693966942515,mbhkwtqx@example.com
444,Gina Morelli,29,Manager,5814307,False,0.2748857172037448,cgwbkcm@example.com
445,Dawn Price,44,Analyst,5459277,False,0.2568194199137463,jbowqt@example.com
446,Janet Grice,55,Manager,6685042,False,0.13138169402847624,ljyub@example.com
447,Caitlin Salido,35,Designer,2081081,False,0.2358515330599265,mybzszf@example.com
448,Ruth Dalrymple,38,Manager,3323578,False,0.14417716221794602,zwesywf@example.com
449,Nettie Anderson,37,Manager,7168175,False,0.15907879904321826,geayk@example.com
450,Beverly Joseph,54,Designer,3621324,True,0.1654965683769845,trwkdb@example.com
451,Helen Mcintyre,26,Analyst,4436523,True,0.18973951187029642,ckjru@example.com
452,Vincent Silva,38,Manager,8400350,False,0.15000160998435258,trnclrjq@example.com
453,Dolly Rogers,31,Manager,1638099,True,0.10479279424404842,rykno@example.com
454,Katrina Morton,25,Manager,3957953,True,0.202252914993527,bhwaoso@example.com
455,Maria Harmon,31,Developer,8266604,True,0.27859189122960826,yzwjhv@example.com
456,William Jimerez,56,Developer,4579312,True,0.22108092122483636,oubfbw@example.com
457,John Garofalo,44,Designer,4787904,False,0.2876067430117221,ojtskiahli@example.com
458,John Rivers,35,Designer,3787968,False,0.18194022473777868,gjfxmebjqx@example.com
459,Wesley Grant,54,Analyst,6015686,True,0.12967903863383606,sflqyszz@example.com
460,Betty Kelly,54,Manager,6736536,True,0.22150071680549405,hxibrbh@example.com
461,John Levinthal,48,Designer,2149486,True,0.24588738113996847,scvdc@example.com
462,Michael Martin,30,Designer,5269790,True,0.14219879242882888,ksjibhn@example.com
463,Mary Mork,39,Manager,2421770,False,0.24843818668663353,zkurpigcmw@example.com
464,Melissa Mcgovern,34,Analyst,8192970,True,0.11219683587030418,eweppuk@example.com
465,Laura Beard,36,Designer,6390888,False,0.14236531518545797,zewslfpe@example.com
466,Sharon Keeling,55,Analyst,2047559,True,0.24415864420917585,vmkqahh@example.com
467,Lena Henslee,58,Analyst,7104441,True,0.2621137028554583,bbirg@example.com
468,Alicia Peredo,48,Designer,4832277,True,0.11599370218313354,zjoyuar@example.com
469,Louise Meredith,47,Designer,1579740,True,0.1333111329083812,xmnihfgmzd@example.com
470,Ryan Fluker,48,Designer,4887712,False,0.22384415002344313,ogmfl@example.com
471,Juan Freeman,37,Developer,8681945,False,0.1558922537877459,ectfbx@example.com
472,David Scott,58,Manager,3279775,False,0.2922066659006939,fseqf@example.com
473,Louis Campbell,28,Analyst,8853756,False,0.29195528049245534,fvlzjzwh@example.com
474,Jamie Foulk,54,Analyst,5105887,False,0.10925773969138508,rcifa@example.com
475,Pauline Garrett,46,Designer,3108818,True,0.29212925257457667,qgxmkezxw@example.com
476,Jody Avis,50,Developer,1520417,False,0.19689582796619565,pmuqlb@example.com
477,Connie Sosa,57,Designer,8167536,True,0.13263821960457967,uxugzc@example.com
478,Gregory Rogers,54,Developer,4779090,True,0.272191649966705,echvqp@example.com
479,Irene Rishel,47,Designer,8534569,False,0.20641492635813574,utwtrybbkn@example.com
480,Heidi Smith,24,Developer,8512612,False,0.1146877220790777,vuagqfob@example.com
481,Betty Shane,60,Manager,2179110,False,0.15837020986200354,lhnxclrr@example.com
482,Esther Moore,54,Designer,5022793,False,0.20899565329478487,bbawuawhrt@example.com
483,Jacob Wyrick,26,Designer,4615183,True,0.25218053642127036,pruvd@example.com
484,Cheryl Warner,25,Designer,7643251,False,0.1722895401888585,ymjorylzum@example.com
485,Lilly Damm,59,Manager,3214652,True,0.27114352774960826,cygxtpkiqa@example.com
486,Christopher Jackson,52,Developer,2730715,False,0.26600438047019304,qdoccnidjm@example.com
487,Rickey Roberts,53,Developer,6313371,False,0.14995971291592833,qbjjybib@example.com
488,Jack Garcia,53,Analyst,4359996,True,0.19200745512457207,trfenihh@example.com
489,Daryl Coleman,31,Developer,8543249,False,0.24640866347031712,mcbslvtwrq@example.com
490,William Gaden,48,Developer,2329154,False,0.11683088179663995,brektkchi@example.com
491,William Parks,35,Analyst,7572296,True,0.2795513616394256,iuvyqrz@example.com
492,Owen Stello,34,Manager,4620724,False,0.2082013495295348,isaqtq@example.com
493,George Souter,53,Developer,4329105,True,0.24672151622508337,jgqjexj@example.com
494,Guillermo England,32,Manager,2151982,False,0.27854711970162394,lutokcxz@example.com
495,Raymond Bryant,54,Analyst,3629463,True,0.27727701846168074,pvkbrap@example.com
496,Reginald Mcaleer,46,Developer,8557069,False,0.11619288554047827,pgruypge@example.com
497,Willie Palmer,45,Analyst,5190028,False,0.15593456753128918,keskyxxuck@example.com
498,Jeffrey Vasquez,59,Analyst,7872073,False,0.2636307805029042,mdtall@example.com
499,James Campbell,50,Manager,1929075,True,0.26833500631470647,iuynpfyfyc@example.com
500,David Burris,26,Analyst,2489876,True,0.17812979420282676,qckwwbeopk@example.com
501,Susan Olivares,58,Analyst,7485684,False,0.17161265982994345,wbzvve@example.com
502,Mary Modica,44,Analyst,7278340,False,0.12201068434506451,xxipie@example.com
503,Carl Gray,54,Manager,8426961,True,0.23766823138913315,sbudg@example.com
504,Jeff Romero,24,Analyst,6818435,True,0.10823192390337591,pqvyfnwjf@example.com
505,Melinda Jeffers,57,Manager,6059241,True,0.24060332550242014,fjmbeh@example.com
506,Melissa Davis,44,Developer,4856449,False,0.16573921156860644,pcvlqbh@example.com
507,Brenda Garrett,24,Manager,2041516,True,0.26976816111790924,lxfkruxje@example.com
508,Sarah Mazon,36,Designer,5848313,False,0.26421309454501696,mkaar@example.com
509,Katie Overton,30,Developer,6366182,True,0.18399966565315562,ysieyz@example.com
510,Brenda Moore,44,Developer,8579034,False,0.1675503964522324,plyvwku@example.com
511,Philip Pugliares,24,Analyst,7521131,False,0.2328338292024255,uawqywoht@example.com
512,Robert Neubauer,45,Designer,6665790,False,0.22304897367065452,bessfxhtg@example.com
513,Jessica Jensen,49,Developer,4258786,True,0.20647015221244475,szpyoubbq@example.com
514,Myrtle Mehtani,39,Manager,6759962,False,0.13428707355138159,yvozznptd@example.com
515,Anna Maung,50,Designer,4376561,False,0.2954479534839306,adrrgvd@example.com
516,Michael Alvarado,54,Analyst,7515351,False,0.1600598242031584,aejkjxvm@example.com
517,Dillon Turner,49,Manager,7468215,False,0.11518325706544488,srpjp@example.com
518,Nakita Butler,59,Manager,2451094,True,0.2314517880890599,fshbirwc@example.com
519,Anna Nixon,31,Analyst,3018987,False,0.26848404524959013,dtpvkgsvs@example.com
520,Francisca Latimer,32,Designer,1943322,False,0.20162791502935973,iogld@example.com
521,Odessa Reich,53,Designer,2986871,False,0.10875604304787684,znxxhut@example.com
522,Anthony Weil,54,Manager,1632682,False,0.10348430120664716,oyohhtg@example.com
523,Douglas Scholz,46,Manager,2623598,False,0.27704807743759263,mledh@example.com
524,Constance Wall,43,Designer,8160003,True,0.2676541456746926,oorpmuobyt@example.com
525,John Hensley,30,Developer,4759562,True,0.2686583612393997,fzhepwhbk@example.com
526,Carolyn Suggs,41,Developer,8884339,False,0.1730454514446546,bpchnim@example.com
527,Jennifer Montney,24,Analyst,6967010,True,0.281827612597747,rhlyl@example.com
528,Mary Gillenwaters,24,Analyst,7640047,False,0.24896858612676534,zmsdnvw@example.com
529,Paula Smith,23,Developer,8512269,True,0.28157619552892094,vfvnfvtrd@example.com
530,Elizabeth Pantoja,23,Manager,2551721,True,0.2343485100793449,cweajoswrv@example.com
531,Susan Hughes,31,Manager,8759346,False,0.12386094765575494,bwhaeus@example.com
532,Jeffrey Martin,22,Developer,7772597,False,0.16173537521726214,lnhakfd@example.com
533,Cara Grove,39,Analyst,6880215,True,0.21357244987764923,lbyhambqse@example.com
534,Mary Lamp,30,Analyst,6771150,True,0.15081011634998495,biucwazys@example.com
535,Roberta Schmidt,31,Manager,3677602,False,0.2818332233012717,encktwllpw@example.com
536,Paul Newcomb,31,Designer,3018392,True,0.10089722129377439,flmkng@example.com
537,Barbara Davis,37,Analyst,8621494,False,0.18810041796685167,vwqxobov@example.com
538,Joy Rigaud,28,Designer,3562008,True,0.1016320962783641,newmgafrfs@example.com
539,Carol Roberson,27,Manager,1701779,False,0.11858301019673262,fxhvsmbt@example.com
540,Charles Mudd,55,Developer,4603920,False,0.15542692164341035,avguqabm@example.com
541,Harold Wolff,48,Developer,7544342,False,0.25367262091496745,ucpndv@example.com
542,Herminia Hively,24,Designer,4460758,False,0.2842521086029932,rcqppkaj@example.com
543,Geneva Hutchison,25,Designer,8993628,False,0.11718981998558925,vmbpkrhee@example.com
544,Rose Rivera,37,Designer,6256129,True,0.22949422302569022,lfonykda@example.com
545,Jimmie Sample,29,Manager,5298419,False,0.12534397911867703,uuxtq@example.com
546,Ruth Nelson,42,Designer,8284482,True,0.29638933811608015,avfjci@example.com
547,Debbie Bennett,30,Analyst,7288036,False,0.15936843182782015,abgnkejx@example.com
548,James Mendoza,58,Designer,2505683,True,0.26552101756876684,bloig@example.com
549,Faye Bentson,40,Developer,2073290,False,0.2905370871280418,zwoeukdy@example.com
550,Dorothy Weddle,52,Analyst,4887262,False,0.28246111437780974,dmhlmaldun@example.com
551,Betty Tornatore,41,Analyst,1610070,False,0.2994378406421054,rfwiv@example.com
552,Mattie Welch,30,Developer,6866555,True,0.1392536467472696,pfozf@example.com
553,Betty Harden,32,Designer,4367205,True,0.2835164939635859,ymrkw@example.com
554,Doris Pride,38,Designer,3836014,True,0.21164947778408605,lsxinirjt@example.com
555,Vanessa Winn,51,Analyst,8563167,True,0.17834248672783665,bjnxhwr@example.com
556,Harvey Bahr,27,Analyst,4915108,False,0.2024308173935499,xgzfq@example.com
557,Adam Webster,36,Developer,5780459,True,0.2636761622890711,dxrfgesqz@example.com
558,Lela Sanders,37,Analyst,6212318,False,0.17998979496522205,rctllez@example.com
559,Warren Marble,25,Manager,2830723,False,0.14360499053375336,fgacvslhg@example.com
560,Fred Pickett,36,Developer,5993161,True,0.12345372614313271,iujpu@example.com
561,Tammy Hamilton,52,Analyst,6880107,False,0.15497200219276666,yfavzo@example.com
562,Debra Morren,55,Analyst,5468103,False,0.27610101081705957,xqlpuql@example.com
563,Steven Poole,41,Analyst,6964515,True,0.10110879043820323,cmohkkg@example.com
564,William Myers,37,Designer,8539570,False,0.2356920781537225,ghdpgc@example.com
565,Heather Fontenot,45,Developer,4516245,True,0.20325120132306063,ncijodas@example.com
566,Robert Long,51,Manager,7870849,True,0.2336857785035494,ztkvmgoou@example.com
567,Jeremy Mcqueen,45,Analyst,6759709,False,0.26729889310254396,fynifax@example.com
568,Jerry Alquisira,49,Designer,6349093,False,0.13095303702377903,qunzsiwkdq@example.com
569,Julie Anderson,39,Analyst,5904825,True,0.23661856728848682,igmtvyk@example.com
570,David Hughes,59,Analyst,8294545,False,0.2938495220370533,lposq@example.com
571,Sharon Smiley,55,Designer,2794409,True,0.1016803493972126,hzsszr@example.com
572,Tamala Murph,50,Developer,3671663,True,0.19032576736253815,nslxqyizv@example.com
573,Richard Rivera,60,Analyst,3698271,True,0.13690257608023265,bastzr@example.com
574,Marjorie Valles,53,Developer,8463489,False,0.2427871043711949,tyhieo@example.com
575,Dorothy Shipe,49,Analyst,7434449,True,0.278764426685463,fznzdpw@example.com
576,Scotty Mills,45,Developer,5906345,False,0.27271248869633635,pzopilbk@example.com
577,Edward Bennett,32,Designer,8707262,True,0.12197449072051923,ifmxpxqax@example.com
578,Terri Correa,29,Manager,8600466,False,0.29900745972031906,vqxjvfg@example.com
579,Peter Hankins,32,Developer,4008282,True,0.28593971263591667,ljyrase@example.com
580,Mary Farthing,49,Manager,8324547,True,0.13841955789052435,ywilnkcihr@example.com
581,Gerald Gribble,44,Developer,5354668,True,0.16673989996823554,duhrm@example.com
582,Keith Aguilera,24,Manager,6127018,False,0.19134771110582333,phqnrxfb@example.com
583,Evelyn Johnson,45,Manager,4217994,True,0.13374731809408139,srlxtoxxe@example.com
584,John Kaufman,23,Manager,4524685,True,0.23853752752902324,jztngjl@example.com
585,Ramona Goodwin,50,Analyst,8170030,True,0.26092691623802844,hzwahtu@example.com
586,Mabel Phillips,33,Designer,1979142,True,0.16312961785462124,zzmmpbou@example.com
587,Robert Henderson,34,Designer,6129919,False,0.14954886147847327,spxfhbd@example.com
588,Frankie Deveau,25,Designer,1708615,True,0.2561445231974333,wzzimz@example.com
589,Anne Phipps,44,Developer,7238130,False,0.25921838383053347,dwaevu@example.com
590,Joseph Pick,23,Developer,1952117,True,0.25507513846625296,mciumdp@example.com
591,Ervin Doe,60,Designer,2471792,False,0.2868297216257132,zurmtkrz@example.com
592,Mary Clark,49,Developer,7378042,False,0.1905276355318402,oymqzbaol@example.com
593,Chad Trout,28,Designer,8418649,False,0.16643327519793344,nvmydv@example.com
594,Chad Whyte,44,Designer,3436323,False,0.10061063983687824,osooj@example.com
595,James Hogan,56,Developer,6411834,True,0.15255394365695724,fahhamqgm@example.com
596,Anne Noel,39,Designer,5860090,True,0.18303079078284526,zurxntecv@example.com
597,Alan Jackson,25,Manager,8109698,True,0.13630150144920133,ahmjjiy@example.com
598,Cecil Culhane,49,Manager,5530968,True,0.14643313347816478,ixhpvj@example.com
599,Michael Maranto,59,Developer,7392753,False,0.15882683507033327,ljkbygacb@example.com
600,Jose Phipps,59,Analyst,7850929,True,0.1708931576047708,jtqaxjep@example.com
601,Dorothy Whitehead,46,Developer,5943939,False,0.2393407735574782,iguykmu@example.com
602,Elizabeth Kirkland,51,Manager,8334192,False,0.11176651113669074,pufjyr@example.com
603,Laurie Falls,43,Manager,7387127,True,0.23840321944447934,ytseuboyx@example.com
604,Jack Brewer,40,Analyst,3079973,False,0.2015471811369822,ncboqfo@example.com
605,Elizabeth Mallory,36,Designer,6252472,True,0.20334255105183835,efvyn@example.com
606,Edward Oliphant,34,Developer,3897189,True,0.19460746636650414,ypdeoaa@example.com
607,Christina Lewis,53,Analyst,5385313,True,0.2594245811204955,nmfwfju@example.com
608,Tamara Baginski,33,Analyst,5737003,False,0.15038122189746989,doycrlusbg@example.com
609,Thomas Greenwood,56,Developer,6817634,True,0.25566285019354107,gijpkaud@example.com
610,John Mcleod,29,Analyst,2493256,True,0.2264872220550661,ctifns@example.com
611,Melissa Beegle,41,Analyst,2662804,True,0.2169293032245953,xdeagct@example.com
612,Felice Williams,29,Manager,7352980,False,0.15963239821190656,hswrj@example.com
613,Cleo Johnson,52,Developer,2098525,True,0.22381424476628214,fxdpobex@example.com
614,Fernando Teegarden,53,Developer,1665928,False,0.23472504082831494,vylipkqc@example.com
615,Eddie Bray,38,Analyst,6351766,False,0.22068772810270937,veaishskss@example.com
616,Maria Gett,59,Analyst,5692544,True,0.2691438396042064,ugbyepco@example.com
617,Jane Sherrard,58,Developer,3860749,True,0.1576936619748602,pzugulyeaj@example.com
618,Jennifer Fleming,31,Designer,2210145,False,0.17379550596630697,rwwtoxtw@example.com
619,Justin Hopson,59,Manager,7678506,True,0.12216202190101329,ogebs@example.com
620,Christina Rivera,31,Developer,2428696,False,0.17020033710163512,zvqnatym@example.com
621,Lynn Weichbrodt,45,Manager,3371965,True,0.17846038569388675,pelzzopl@example.com
622,Thomas Holloway,33,Developer,8509749,True,0.20961822106803057,wwfplyyeh@example.com
623,Kim Stewart,59,Manager,4826981,True,0.15843995149315593,srcrcxxtwg@example.com
624,Shelley Chapman,45,Manager,3755537,False,0.21324813098101375,cbfoamdhtf@example.com
625,Ray Rogers,60,Analyst,5114599,True,0.10438114862344339,fwaqjd@example.com
626,Leonard Nesslein,25,Manager,6315502,False,0.12802631693881422,jwdez@example.com
627,Monique Webb,52,Analyst,7291377,True,0.13434653323576456,quvnhlqney@example.com
628,Eldridge Tilley,47,Manager,1802110,True,0.13208899594162155,ybygamv@example.com
629,Ruth Stewart,34,Designer,1755664,True,0.2952829726670866,eudwhk@example.com
630,Glenn Monterroso,51,Developer,7603925,False,0.29855168759607786,pwfhrvbfa@example.com
631,Ellen Franks,44,Developer,1530006,False,0.1931615581681969,kybqn@example.com
632,Dan Turner,24,Designer,7545970,True,0.2382323450769081,crvevot@example.com
633,Laura Davis,49,Analyst,8331932,True,0.29380584161829104,qlcdiu@example.com
634,Alvin Sheppard,37,Analyst,3701965,False,0.27821500296339263,dvqssfyoe@example.com
635,Mary Alward,40,Developer,2074793,False,0.110278419826345,ldyhbqezz@example.com
636,Brian Black,60,Analyst,3946425,False,0.29438945200750544,kasnzaf@example.com
637,Mark Clark,36,Designer,2520400,True,0.23306070111882063,yvnotj@example.com
638,Jerry Maurey,60,Developer,7977212,True,0.25211894869620666,ysslmmkq@example.com
639,Joseph Shuman,30,Developer,4488737,False,0.29211785678357616,dfnsoza@example.com
640,James Jensen,37,Analyst,7242737,True,0.17409816111820894,uojhgt@example.com
641,Cathy Botts,51,Analyst,7674663,False,0.19935195892930507,jhtxredevf@example.com
642,Cynthia Torres,52,Manager,4307547,False,0.2256105989405512,zstqff@example.com
643,Brian Hoover,59,Analyst,4357260,False,0.1745815301145784,jijte@example.com
644,Christopher Porto,42,Analyst,8398576,True,0.14288149862287666,gtddvhuhic@example.com
645,Nora Rivera,30,Designer,8902732,True,0.2147440983748617,tsthlu@example.com
646,Johnny Shinoda,59,Manager,5152698,False,0.1247346408881789,hqohzsth@example.com
647,Dewey Cannon,32,Manager,8169774,False,0.13050936126373408,srllspfi@example.com
648,James Beal,27,Analyst,2777632,False,0.2329341766590045,xrleshdqoc@example.com
649,Russell Haith,25,Developer,2551202,False,0.2904804534752209,ewmucyco@example.com
650,Randy Calley,46,Analyst,6369407,True,0.22904322760564677,etifsmm@example.com
651,Nicole Logan,59,Analyst,3633285,False,0.16283866004796305,ajsmib@example.com
652,Albert Bonin,28,Developer,8044253,False,0.2349441443211107,zozmbdhorr@example.com
